ID,Medical importance group,Source,Family,Genus,Species,Epithet,Author,Deparment,Municipality,Locality,Type locality,LAN,LONG,Elevation,Remarks,Model
1,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Rafael,Unknown,No,6.295122222,-75.02786667,1011.0,,Yes
2,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Rafael,Tesorito,No,6.295122222,-75.02786667,1011.0,,Yes
3,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Quibdó,Carmen del Darien,No,5.687413889,-76.65334167,48.0,,Yes
4,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Carlos,Unknown,No,6.187977778,-74.99322778,991.0,,Yes
5,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Anorí,Unknown,No,7.073591667,-75.14716667,1588.0,,Yes
6,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Melgar,Unknown,No,4.203572222,-74.64338333,321.0,,Yes
7,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Ituango,"La Matanza, cerca a la ví Valle de toledo",No,7.172222222,-75.76439722,1602.0,,Yes
8,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Río Calí,Planta de tratamiento de aguas residuales de Cañaveralejo,No,3.470566667,-76.47871944,951.0,,Yes
9,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Boyacá,Puerto Boyacá,Vereda Maquencal,No,5.975677778,-74.59223889,142.0,,Yes
10,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Remedios,Unknown,No,7.028127778,-74.69360556,728.0,,Yes
11,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Remedios,Unknown,No,7.028127778,-74.69360556,728.0,,Yes
12,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Caldas,Norcasia,Unknown,No,5.576269444,-74.88955833,723.0,,Yes
13,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,Unknown,No,3.883047222,-77.01972222,24.0,,Yes
14,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Maceo,Unknown,No,6.551366667,-74.78729444,939.0,,Yes
15,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Risaralda,Pueblo rico,PNN Tatamá,No,5.062777778,-76.175,1616.0,,Yes
16,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Cedeño,Unknown,No,7.071363889,-75.35495,1586.0,,Yes
17,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Santa Rosa de Osos,Verera El caney,No,6.647002778,-75.46045,2584.0,"Troubled locality, dubious species determination",No
18,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Yolombó,Vereda Altavista,No,6.646205556,-75.01438333,1404.0,,Yes
19,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Nariño,Unknown,No,5.611013889,-75.17416111,1620.0,,Yes
20,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Cocorná,Unknown,No,6.057263889,-75.18559722,1296.0,,Yes
21,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Nariño,Unknown,No,6.375830556,-75.14173611,1647.0,,Yes
22,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Anorí,Zona rural,No,7.073591667,-75.14696667,1588.0,,Yes
23,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Anorí,Zona rural,No,7.073591667,-75.14696667,1588.0,,Yes
24,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Montelibano,Unknown,No,7.976802778,-75.41720833,48.0,,Yes
25,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Falan,Unknown,No,5.123883333,-74.95115,971.0,,Yes
26,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Segovia,Unknown,No,7.079744444,-74.70043611,684.0,,Yes
27,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,San Vicente de Chucurí,Zona rural,No,6.878516667,-73.41323333,611.0,,Yes
28,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Cocorná,Vereda El Porvenir,No,6.057263889,-75.18559722,1296.0,,Yes
29,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Caracolí,Unknown,No,6.40875,-74.75761667,631.0,,Yes
30,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Bolívar,Turbaco,Unknown,No,10.33463889,-75.41267222,183.0,,Yes
31,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Puerto Triunfo,Doradal,No,5.899722222,-74.73380278,238.0,,Yes
32,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Falan,Unknown,No,5.123883333,-74.95115,971.0,,Yes
33,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cauca,Guapi,Isla Gorgona,No,2.968333333,-78.18444444,250.0,,Yes
34,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cauca,Santander de Quilichao,Vereda Santa Ana,No,3.009013889,-76.48630556,1062.0,,Yes
35,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Rafael,Unknown,No,6.295122222,-75.02786667,1011.0,,Yes
36,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Luis,Río Samaná,No,6.043252778,-74.99450556,1073.0,,Yes
37,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Luis,Unknown,No,6.043252778,-74.99450556,1073.0,,Yes
38,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Carlos,Unknown,No,6.187977778,-74.99322778,991.0,,Yes
39,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Toledo,Unknown,No,7.016788889,-75.68985278,1591.0,,Yes
40,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Carlos,Unknown,No,6.187977778,-74.99322778,991.0,,Yes
41,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Maceo,Unknown,No,6.551366667,-74.78729444,939.0,,Yes
42,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Maceo,Unknown,No,6.551366667,-74.78729444,939.0,,Yes
43,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Remedios,Unknown,No,7.028127778,-74.69360556,728.0,,Yes
44,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Purísima,Unknown,No,9.236816667,-75.72353889,9.0,,Yes
45,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cauca,Tambo,PNN Muchique zona avitada,No,2.678622222,-77.00748333,1115.0,,Yes
46,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Rafael,Unknown,No,6.295122222,-75.02786667,1011.0,,Yes
47,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Risaralda,Pueblo rico,Unknown,No,5.221975,-76.03042222,1559.0,,Yes
48,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Dagua,Unknown,No,3.658519444,-76.69084722,846.0,,Yes
49,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cauca,Popayán,Zona urbana,No,2.444813889,-76.61473889,1725.0,,Yes
50,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Maceo,Vereda El Ingenio,No,6.551366667,-74.78729444,939.0,,Yes
51,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Yolombó,Unknown,No,6.688166667,-74.96363611,1245.0,,Yes
52,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Rafael,Unknown,No,6.295122222,-75.02786667,1011.0,,Yes
53,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Boyacá,Puerto Boyacá,Unknown,No,5.975677778,-74.59223889,144.0,,Yes
54,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Maceo,Unknown,No,6.551111111,-74.788968,997.0,,Yes
55,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Carlos,Vereda Patio bonito,No,6.187977778,-74.99322778,991.0,,Yes
56,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Santa Rosa de Osos,Corregimiento Riogrande,No,6.647002778,-75.46045,2584.0,"Troubled locality, dubious species determination",No
57,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Yarumal,Cedeño,No,7.071363889,-75.35495,1592.0,,Yes
58,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Santo Domingo,Unknown,No,6.4715,-75.16447222,1966.0,,Yes
59,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Boyacá,Miraflores,Unknown,No,5.195425,-73.14432222,1530.0,,Yes
60,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Guatapé,El Peñol,No,6.223611111,-75.17833333,1947.0,,Yes
61,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cauca,Popayán,"Piendamo, vereda florencia",No,2.550030556,-76.56617222,1742.0,,Yes
62,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cauca,Popayán,Unknown,No,2.444813889,-76.61473889,1725.0,,Yes
63,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,San Vicente de Chucurí,Unknown,No,6.93145,-73.60652222,127.0,,Yes
64,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Luis,Unknown,No,6.043252778,-74.99450556,1073.0,,Yes
65,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,San Carlos,El Jordan,No,6.251161111,-74.82925278,809.0,,Yes
66,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,La Jagua de Ibirico,"Mina Pribbenaw, Drummod",No,9.577222222,-73.48488889,48.0,,Yes
67,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Segovia,Mina Pepas,No,7.079744444,-74.70043611,684.0,,Yes
68,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Lebrija,Unknown,No,7.189994444,-73.30011111,710.0,,Yes
69,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Caldas,La Victoria,Isaza,No,5.576672222,-74.81413611,266.0,,Yes
70,1,1,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Bolívar,Magangué,Unknown,No,9.241416667,-74.75275833,23.0,,Yes
71,1,2,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Sabana de Torres,"Vereda agua Bonita, 5Km S cabecera municipal, reserva Calbildo Verde",No,7.35,-73.5,155.0,,Yes
72,1,2,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Atrato,Samurindo,No,5.583333333,-76.65,80.0,,Yes
73,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Tierralta,Unknown,No,6.404759,-76.290101,965.0,,Yes
74,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Ayapel,Ciénaga de Ayapel,No,8.4,-75.0666667,22.0,,Yes
75,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Ayapel,Unknown,No,8.3092849,-75.14,22.0,,Yes
76,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Monteria,Unknown,No,8.750983,-75.878,19.0,,Yes
77,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Pueblo Nuevo,Unknown,No,8.50502,-75.5,119.0,,Yes
78,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Puerto Liertador,Unknown,No,7.8879519,-75.6709439,71.0,,Yes
79,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Santa Cruz de Loricá,Unknown,No,9.2376398,-75.81362,10.0,,Yes
80,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Tierralta,Urrá,No,7.9089041,-76.1729,436.0,,Yes
81,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Córdoba,Tierralta,Unknown,No,8.17157,-76.1726,49.0,,Yes
82,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cundinamarca,Choachí,Unknown,No,4.528659,-73.922,1945.0,"Troubled locality, dubious species determination",No
83,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cundinamarca,Ubalá,Unknown,No,4.743647,-73.5349,1942.0,"Troubled locality, dubious species determination",No
84,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Santa Marta,Neguanje,No,11.24206,-74.2014,9.0,,Yes
85,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Santa Marta,"Los Mangos, Cabaña El Cedro",No,11.2406,-74.2014,12.0,,Yes
86,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Santa Marta,Reserva Privada Caoba,No,11.19721389,-74.0965,297.0,,Yes
87,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Nariño,Barbacoas,Unknown,No,1.6558,-78.1653,87.0,,Yes
88,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Barbosa,Unknown,No,6.4386,-75.3331,1307.0,,Yes
89,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Norte de Santander,Toledo,Unknown,No,7.307025,-72.4804,1633.0,,Yes
90,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Landázuri,Unknown,No,6.2194588,-73.8093,925.0,,Yes
91,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Puerto Wilches,"Campo duro, Sector La Bodega",No,7.4325,-73.7683333,58.0,,Yes
92,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Sabana de Torres,Unknown,No,7.394791,-73.5004,132.0,,Yes
93,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Sucre,Colosó,Unknown,No,9.4951,-75.3556,145.0,,Yes
94,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,San Sebastian de Mariquita,Unknown,No,5.1995049,-74.886834,474.0,,Yes
95,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,San Francisco de Naya,No,3.14298,-77.28058,82.0,,Yes
96,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,Carretera vija a Buenaventura,No,3.842128,-77.200669,20.0,,Yes
97,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,Bajo Anchicayá,No,3.14298,-77.28058,82.0,,Yes
98,1,3,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,"Río Cajambre, Quebrada Caimancito",No,3.57974,-76.78173,851.0,,Yes
99,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Cocorná,Unknown,No,5.88561,-75.14478,1383.0,,Yes
100,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Sonsón,Vereda La Danta,No,5.884969,-74.853193,366.0,,Yes
101,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,Unknown,No,3.84032,-76.89804,83.0,,Yes
102,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,San Vicente de Chucurí,Manrique,No,6.98008,-73.655863,87.0,,Yes
103,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Maceo,Unknown,No,6.455252,-74.791231,777.0,,Yes
104,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Santa Marta,Pueblito,No,11.320038,-73.973994,243.0,,Yes
105,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Amalfi,Unknown,No,6.846642,-75.146359,1791.0,,Yes
106,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Dagua,Unknown,No,3.517268,-76.717094,1509.0,,Yes
107,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Hato,Unknown,No,6.570638,-73.357163,1596.0,,Yes
108,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,San Cipriano,No,3.84032,-76.89804,85.0,,Yes
109,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Cimitarra,Cachos,No,6.369753,-74.063045,148.0,,Yes
110,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Cimitarra,Boton,No,6.439688,-74.13441,121.0,,Yes
111,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Boyacá,Puerto Boyacá,Unknown,No,5.905398,-74.335286,241.0,,Yes
112,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Santa Marta,"Calabazo, via Santa Marta-Mingeo",No,11.279277,-74.022616,188.0,,Yes
113,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Antioquia,Yondó,en cercanias de la Laguna Tablaza,No,6.798498,-74.215481,95.0,,Yes
114,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Sucre,Galeras,San Jose de Rivera,No,9.128622,-74.892098,61.0,,Yes
115,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Sucre,Ovejas,Canutal,No,9.4994,-75.077073,154.0,,Yes
116,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Valle del Cauca,Buenaventura,Bocas de tigre,No,3.873456,-77.271034,26.0,,Yes
117,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Santa Marta,Unknown,No,11.283837,-74.007789,153.0,,Yes
118,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,San Vicente de Chucurí,Unknown,No,6.865386,-73.707085,118.0,,Yes
119,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Quibdó,Pacurita (Cabó­ ),No,5.686388889,-76.6333333,58.0,,Yes
120,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Quibdó,Pacurita (Cabí­ ),No,5.704722222,-76.44027778,223.0,,Yes
121,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Quibdó,Tutunendó,No,5.7432,-76.53878,42.0,,Yes
122,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Quibdó,Tutunendó,No,5.7432,-76.53878,42.0,,Yes
123,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Atrato,Samurindó,No,5.5875,-76.6541667,26.0,,Yes
124,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Uniónn Panamericana,Salero,No,5.32944444,-76.6275,108.0,,Yes
125,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Uniónn Panamericana,Salero,No,5.32638889,-76.615,105.0,,Yes
126,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Uniónn Panamericana,Salero,No,5.32638889,-76.615,105.0,,Yes
127,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Fundación,Cultivo de Palma de aceite Tequendama,No,10.54724722,-74.17805833,42.0,,Yes
128,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Chiriguaná,No,9.361028,-73.59339,34.0,,Yes
129,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Unknown,No,9.361028,-73.59339,34.0,,Yes
130,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,"Guayabal, Serpentario",No,4.964619444,-74.90488889,340.0,,Yes
131,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
132,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
133,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
134,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
135,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
136,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
137,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
138,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
139,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Alrededores de Chiriguana,No,9.361028,-73.59339,34.0,,Yes
140,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Alrededores de Chiriguana,No,9.361028,-73.59339,34.0,,Yes
141,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
142,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Uniónn Panamericana,Salero,No,5.360277778,-76.6458333,97.0,,Yes
143,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Uniónn Panamericana,Salero,No,5.360277778,-76.6458333,97.0,,Yes
144,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Cimitarra,Vereda Guineal,No,6.1022222,-74.2419444,206.0,,Yes
145,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,Cimitarra,"Vereda Guineal, Finca El Edí©n",No,6.0908611,-74.2471667,260.0,,Yes
146,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,Ciénaga,Reserva El Congo,No,10.998994,-74.070684,1049.0,,Yes
147,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,El Carmen de Chucurí,Quebrada Cascajales,No,6.5764722,-73.5745,761.0,,Yes
148,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Santander,El Carmen de Chucurí,"Vereda Ríosucio, bosque",No,6.5771111,-73.5753889,754.0,,Yes
149,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Magdalena,El Retén,Hacienda La Espaí±ola,No,10.73666667,-74.73666667,4.0,,Yes
150,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
151,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Caldas,Norcasia,Campamento Hidro-Miel,No,5.5712222,-74.8902222,733.0,,Yes
152,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cauca,Popayán,Unknown,No,2.444813889,-76.61473889,1727.0,,Yes
153,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Unknown,No,9.361028,-73.59339,34.0,,Yes
154,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Unknown,No,9.361028,-73.59339,34.0,,Yes
155,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Unknown,No,9.361028,-73.59339,34.0,,Yes
156,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Unknown,No,9.361028,-73.59339,34.0,,Yes
157,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
158,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Tolima,Armero,Unknown,No,4.964619444,-74.90488889,340.0,,Yes
159,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Sucre,Colosó,"Estacíon Premates, quebrada El Sereno",No,9.5361667,-75.3501669,365.0,,Yes
160,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Cesar,Chiriguaná,Alrededores de Chiriguana,No,9.361028,-73.59339,34.0,,Yes
161,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Quibdó,Pacurita (Cabó­ ),No,5.704722222,-76.44027778,223.0,,Yes
162,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Río Quito,San Isidro,No,5.62639,-76.74884,35.0,,Yes
163,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Atrato,Samurindó,No,5.5875,-76.6541667,26.0,,Yes
164,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Medio Atrato,Betanía,No,5.9968,-76.78398,38.0,,Yes
165,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Uniónn Panamericana,Salero,No,5.32944444,-76.6275,108.0,,Yes
166,1,4,Viperidae,Bothrops,Bothrops asper,asper,"GARMAN, 1883",Chocó,Uniónn Panamericana,Salero,No,5.32944444,-76.6275,108.0,,Yes
